payload,sentiment
"   -
   - greetings for the day !!!
-
   - i have good working knowledge and professional experience in
   appliedai/machinelearning/deeplearning/data science  with  mathematical and
   statistical skills .
please take a moment to go through  details that are
   mentioned in the attached resume.
-
      -
      it would be a sincere pleasure to hear back from you soon to discuss
   any exciting opportunity.
9916112881










",positive
"    so yeah i am interested for this position.
right now i am working on
devops environment with different tools.
what you mentioned in that mail i
am sure i will do that.
so please review my resume and let me know the
same.
tools:
git âmavenâjenkinsâapache tomcatâansibleâdocker âaws âplease let me know if you have any questions.
if you feel free please contact me.







",positive
"i would â like to apply for this opportunity.
please find my resume attached.
kindly let me know the further steps.







",positive
"i got a message in naukri.com that there are an openings on devops profile
in your company.i have attached my resume along with this mail for your
reference.
please consider my resume with the open position in your
organization.







",positive
"                    i'm glad to see your mail regarding job opening for ai
engineer profile.
i wish to be a part of your organization and attaching my
resume along with this mail.
kindly do find the attachment.







",positive
"






",positive
"
i have received a mail on a job offer in the field of ai from one mr dk

singh.
pfa mu updated resume.
do let me know for any more details needed.







",positive
"i received email from naukri on behalf of sibatel about an job opening for
java developer.
please find my updated resume attached with this email.
kindly let me know
if you finds my profile suitable.







",positive
"i was keenly interested in reading the job posting for the position data
science.
i believe my experience is a strong match for the responsibilities
pertaining to this role, and iâm pleased to submit my application for the
position.
i have 4.6 years of experience in machine learning and data science,

my resume is attached.
if i can provide you with any further information on
my background and qualifications, please let me know.
i look forward to hearing from you.







",positive
"
if you sign up for facebook, you'll be able to stay connected with friends by seeing their photos and videos, staying up to date with their latest status updates, exchanging messages and more.







",positive
"i got your mail regarding job opening with suits my current profile.
in
mail it was mentioned that to forward my resume to you.
so i am attaching my resume for your reference
please find the attachment and do the needful as soon as possible.







",positive
"thanks for the opportunity through naukri.
it's good to know that you are
interested in my profile.
and i have gone through the roles and
responsibilities of the job, and found that it perfectly matches my skill
set and interests.
so, i have attached my profile here for your reference.
let's discuss more about this opportunity.







",positive
"please find my attached resume for your reference and let me know regarding
further interview process incase if i meet your requirements.







",positive
"kindly look in to the attached resume for the profile of full stack developer.







",positive
"thanks for sending out the requirement for data scientist, i am interested, please find the attached resume, please call me for further discussion.







",positive
"please find attached my candidature for the open position.
details:11+ yrs in hr operations in logistics, it,ems ,banking industry.
name: g l venugopal

dob: 24-5-1982

highest qualification: mba in hr

ectc: as per company norms

current location: bangalore

notice period: immediate jioning


regards,
venugopal








",positive
"ph: 9703737437







",positive
"hope you are doing well,
i am looking for job in devops.
please let me know if there is any opening for below requirements:
i am devops engineer having 3 years of experience in software engineering.
good knowledge of devops, aws, continuous integration and delivery like
jenkins, configuration management like ansible, docker, yml.
also having
experience in managing production env in aws and all the deployment
activities.
if there is position for above requirement, then please refer my attached
resume.







",positive
"
please find the attachment







",positive
"

thank you for reaching out to me.
i am interested in the position.
please
find the attached resume (subhas.pdf).
below are some of my works you might find interesting.
ai headcount
-
a demo video on one of my full-stack ai applications.
personal chatbot development.







",positive
"please find the attached resume for your reference.







",positive
"kindly go through the attachment of my resume

thanks & regards
viranshu rajput







",positive
"i would be interested for this opportunity & i do contains extensive build
& release engineer experience along with azure cloud as an additional
technology.
i m sharing my resume, please considered if it looks suitable.







",positive
"please find the updated cv as requested.







",positive
"i'm working as a devops engineer in l&t technology services with 4 years of
experience.
i'm  looking for new opportunities.







",positive
"i hope you are doing well..!!
please attached resume for your reference :

-- 

*regards,*

vivek kakde

email id : vivek.coolsoft@gmail.com

;ph.
#.
8668473901

https://www.linkedin.com/profile/view?id=363555529&trk=hp-identity-name







",positive
"i refer to the above position and i am interested in applying for it and
believe that i have the qualities necessary to excel in the job.
i am confident that i have the skills and experience to be an asset to your
company.
hence, i hope to be granted an interview with you to discuss this
further.
i would be obliged to give you further details.







",positive
"thank you for this email and glad that you found my profile matching your
requirement.
i have worked on the technologies you are looking for, but
very less  at ejb and jpa.
i am a fast learner and can meet your
expectations in much less time span.
please find my resume attached.







",positive
"pfa my resume.







",positive
"i received an email from dk singh regarding about a
i would be more than happy to get
an opportunity to work in your organization.
i attached my resume below for
your reference.
please do reply back as soon as possible.







",positive
"i'm interested in this position please find the attached resume.







",positive
"in response to you email .
i am attaching my resume for the designation of ai/ml data scientist.
i have completed my post graduate in artificial intelligence and machine
learning from great lakes university and university of austin texas.







",positive
"i am interested in this position advetised in naukri.
my resume is enclosed
for your review.
given my close experience and excellent capabilities, i
would appreciate your consideration for this job.
my work experience and
duties are an ideal match for this position and cover all job requirements.







",positive
"pfa the resume.







",positive
"                i am interested in your offer im attaching my resume.







",positive
"this letter is to express my interest on your opportunity for an experienced technical developer.
with a bachelorâs degree in information technology, and hands-on experience using java platform to create and implement software application.
â 
iâve attached a copy of my resume that details my projects and experience in software development.
i can be reached anytime via my cell phone, +91 9940551678 or via email at mailtoarun.j@gmail.com.







",positive
"thanks for the consideration.
please find attached my resume.
please do let me know if you find my candidature suitable.







",positive
"
sir thanks a lot for the mail.â  kindly have a look on.

you cv and let me know when can i come for the interview.â  9711229186â 

sent from yahoo mail on android 
 







",positive
"thanks for your email.
please find my updated resumes.







",positive
"i am interested for this position.







",positive
"i received email from naukri.
this is kondareddy,
i am interested for this position, please go head for further process.
i have 9 years of experience in devops/build and release and sending
updated profile as attached.
please look on it and let me know if any concern.







",positive
"as per email notification, i am sending my resume and looking forward for an interview opportunity.







",positive
"i'm really pleased to receive a message from you regarding the job
opportunity.
this job really feels like a great opportunity for me and would love to be
a part of the company.
i have a vast experience in implementing a wide variety of frameworks and
technologies in machine learning and deep learning.
apart from my job experiences in solving complex problems, i have also done
many certifications and side-projects.
please go through my attached resume as well as my github and linkedin to
get a brief idea of my profile.







",positive
"as seen on naukri.com please find attached my updated resume .







",positive
"further to your mail, please find attached is my resume for your kind
reference.
i would like to understand what exactly is the profile your
looking at and what is your interview process.
awaiting your response.







",positive
"i am sending my resume for your consideration.
please let me know, if my
knowledge and experience suits your requirements.







",positive
"
please process my cv for this position.







",positive
"kindly find my updated cv and below are the following
information and do feed back.
total no.of years of it experience :6 yrs
current company : valuelabs.
current ctc : 621,000 .
(no variable pay in my current company).
excpected : as per company norms.
notice period: 3 weeks.
dob :08/06/1981.
current location: hyderabad.
current contact number : 9949222390.
highest degree& pass out year: mca-2006-jan(fulltime)/ 63%.







",positive
"
hi, as i received a message from your end in nuakri.com regarding job in

i would like to inform that i am
interested in this job.
sending my resume for the same.
pfa.







",positive
"thank you for your email.
please find the attached resume for your
reference.
kindly let me know if you have any questions.







",positive
"
i sent my profile but i didn't get any response from your side.please get
back to me as soon as possible.







",positive
"reply to your mail , here i attached my latest updated profile.
please find
this.







",positive
"i am having total 6.6 years of experience into web development in both
front end + backend as full stack developer.
please find attached my resume for your reference and do let me know
regarding the same.







",positive
"please find attached resume for your reference for opening of devops/build
& release engineer.







",positive
"with respect to the trail mail and application for office manager post
applied through naukri.com, please find attached the detailed resume for
your perusal please.







",positive
"please find attached the file of my updated resume with following details.
total experience - 9 years
relevant exp - 6.5 years
notice period - 60 days

thank you,
arvind kumar








",positive
"
*hello d k singh,*

*hope  you are doing well*

with *reference *to your emails via indeed on dated  *16**/nov 2019*,
i wish to offer my *professional candidature *for the post of* lead * *us
it recruiter **.
*for your favorable *consideration,* my enclosed
*resume *provides
you with an *overview *of my relevant *experience*.
i have over *9+* years
of work experience including close to 6+ *yr s* of relevant experience into *us
it recruitment and hr admin ( **time -sheets**)**.
*


i am looking forward to associate myself with an organization that can make
use of my experience, exposure and expertise for mutual benefits.
i
believe that my experience is a close match with your client's needs.
i
would be delighted to discuss my application further with you.
should you
require any further information



please feel free to contact me at *+91 9502881015 *or

email me at  dayanand950@gmail.com
*thanks & regards*

*dayanand enugula*
*+91 9502881015*









",positive
" 

please see the attached test.
i look forward to hearing back.
+91-9021823702

 

 

dear sir,

i have attached answer sheet.
please find attachment.
i look forward to hearing back.
thanks & regards,
----------------------------------

anil shewalkar

contact no.
+91-9021823702

 

dear sir,

contact me at your convenient time, i can confirm my availability.
(preferably in the evening time.)
sorry for any inconvenience.
i tried to call you but your number did not go through.
let me know the best time to contact you.
yes i'm interested.
i look forward to further discussion.
i can confirm that i am available for discussion, preferably in the evening time 07:00 pm onward.
please let me know if there is any other time that will be more convenient for you.
i look forward to hearing back...
thanks & regards,
----------------------------------

anil shewalkar

contact no.
+91-9021823702

 

dear sir,

i look forward to hearing back.
thanks & regards,
----------------------------------

anil shewalkar

contact no.
+91-9021823702

 

dear sir,

thank you for your mail.
i can confirm that i am available to have a discussion on today (tuesday, 10'th november 2015), preferably in the evening time 07:00 pm onward.
please let me know if there is any other time that will be more convenient for you.
my details given below,

current company: radical softwares
total it experience: 5 years, 10 months
total relevant experience (hadoop, mapreduce, pig, hive, sqoop & related tools) : 2 years, 6 months
current location: pune
qualification: b.tech in it

 

you will get more information from my resume.
please contact me for any additional information / queries.
i have attached my updated resume, please find attachment.
i look forward to hearing from you.
thanks & regards,
----------------------------------

anil shewalkar

contact no.







",positive
"short summery:
name: ravi shripad kulkrani

experience: 7+ years in ui lead - angular 7.0, angular js, vue js, html5,
css3, javascript, coffee script, npm, jasmine and karma, chai, mocha,
protractor

pan card no: bcgpk7050b
current location: pune
dob: 22/08/1989

1.current company: capita, pune
2.current ctc: 18(fixed)
3.expected ctc: 22(fixed)
4.notice period: 60 days
5.reason for change: for better growth & increased responsibility in a new
profile with better learning attribution

be computer: 71%
diploma (it): 85%
ssc: 73%

regards
ravi kulkarni
9922135094
8983243184







",positive
"sorry  i missed your call.
i was driving and could not take the call.







",positive
"i am interested for office admin job,
please find the attached file of my resume, if it is suitable please inform
me asap.







",positive
"kindly find the attached resume for your reference.
i'm skilled in machine learning, computer vision, deep learning, edge
computing, it automation, python.







",positive
"             i found your mail from one of my colleague, so i am sending my
resume to you, please forward it for further process.







",positive
"i have received job notification from naukri.com.
please find attached my
resume.
i would like to convey that along with my 14 years experience, i am
working with fmcg company currently.
is it possible that your organization
can interview me further and offer a consultant role if i am suitable
enough.
in my previous organization, i was dealing with recruitment, training and
operating offshore unit of one of the us company.
i would like to review my
profile.
looking forward to hearing from you.







",positive
"thank you for your mail , i am sending my profile and details as well.
i have been working with philips india ltd,bangalore,india  for 2.5 years,
and i have good hands on experience in asp.net mvc 3/4/5/6   for more than
5+ years.
in mobile development  xamarin  android and android sdk .please
find attached profile for more insight.
i am looking forward your response.







",positive
"
my bad, missed the attachment.

pfa to this mail.
regards
mohammed wajee
+91-7013265655
+91-9700167632








",positive
"appreciate your interest in my profile.
please find attached my resume for
your kind perusal.
look forward to hearing from you.







",positive
"i received your email regarding a data scientist position at your company.
i have attached my updated resume.







",positive
"please find attached resume for your reference.
request you to please revert back to me if any.







",positive
"  i am  keen interested to work with your organization .
where continuous
innovation and optimization in the space of analytics  happens

kindly , with this letter and the attached resume, i would like to express
my sincere interest to work in analytics domain .
as a detail-oriented and
analytical professional with more than 4+ years of experience in analytics
i have gained solid research knowledge and experience that will allow me to
contribute toward the success of your organization

through my experience, i have become well versed in conducting research and
analyzing data  in a detailed and scientific manner.
additionally, i have
gained the ability to integrate superior organization and communication
skills across all levels of research, allowing me to excel in both
independent and team-oriented environments.







",positive
"i am interested in the opportunity presented by you and i believe my
technical experience and education will make me a very competitive
candidate for this position.
below are the required details

current ctc: 7.75 lacs per annum
expected ctc: 9.50 lacs per annum
notice period: 1 month
current location: noida

please find my resume attached for more details.







",positive
"thanks for sharing this opportunity with me.
i am interested and apply for same.







",positive
"pfa resume for this post.







",positive
"i am interested in the
job opening and i am attaching my resume to this email.
kindly find the
attachment for the same.







",positive
"thanks for your mail.
yes i am interested in this opportunity.
please find my resume attached.







",positive
"pfa my latest resume for the jd mentioned, after going through the jd i
find myself fit for front-end  development work with more than 5 years
experience in the same...







",positive
"





",positive
"          i received your job opening through naukri.
i'm so glad to hear
from you regarding the opening in full stack developer in which i am very
much interested.
i have experience in ui languages like html5, jquery, javascript, angular
js.
also i'm in the mid of learning react js.
for styling i know css3 and bootstrap.
technologies that i know are c#, sql server, xml, wcf services and mvc.
please go through my profile and revert me back if it matches your
requirement.







",positive
"thank you for your email.
i'm interested in the opportunity provided by
you.
please find the resume attached.







",positive
"dear sir,

myself mr.rutvij r gaidhani and i am hereby sending you my updated resume for us it recruiter post.
i consider that my credentials and interests match with your requirement and want to apply for the same.
1) currently working with v world educational academy (stanford english academy)-kalyan(w) as a centre head.
2)  worked with symbiosis college,nashik as a hod (handling operations, career advisor, admissions, grievances, corporate  admissions, training and it recruitment).
3)  i have worked as an us it recruiter and sr.counsellor at deltassi, vadodara from 14th jan.2011 to 26th jan. 2013.
4)  i have worked as a center head in symbiosis center for distance learning (scdl), nasik from 05th jan.2009 to 31st nov.2010.
5) worked as a us it recruiter (work from home) for 2 years.
i hereby declare that the information given above is true to the best of my knowledge.
i wish to offer my candidature for the suitable post.
i take this opportunity to submit my application along with my resume for your kind and favorable action.i am keen and confident in delivering my experience for such reputed company with sincerity and total commitment.
regards,
rutvij gaidhani.







",positive
"
hope you are doing well.

i have 3 years of experience in data science, machine learning, deep
learning, nlp and ai with python.
i have attached my profile for your reference.
please go through it and let
me know if you have any questions.
thank you.







",positive
"thanks for reaching out to me and showing interest in my profile.
yes !
i
am interested in this position and would like to discuss further.
you can reach out to me at +91 8087797428.







",positive
"thanks for you mail.
i hope you are doing good.
this is sathish having 5 years experience in .net.
the skill sets which i worked c#,asp.net mvc,wep api,angular js etc.
please find the attached updated cv.
please let me know ,if you required any information.







",positive
"please find the attached resume.







",positive
"my name is mohit singh.
i am actively looking for job change (remote/wfh)

i have 5+ years of experience is us staffing worked with direct clients
like northern trust bank, citi bank, oracle and implementation partners
like hcl, lti, infosys photon etc for w2 (contract and full-time) and c2c
requirement.







",positive
"as discussed please find my attached resume.
please do the needful.







",positive
"thanks for your interest in my profile.
here are my brief profile for your
reference .
please let me know if we can discuss further .
requesting
confidentiality to all our discussions and content .
i am only looking for senior manager/manager/lead roles.
*brief summary of my experience*  :


   - *10+ years of strong us it recruitment experience*
   - *8+  into  team lead /account manager  experience *
   - *handled team sizes from 5 to 20 across assignments .
*
   - *strong experience in hiring , training and deploying fresh/lateral
   resources within short timelines *
   - *rich experience in sap/non-sap  sourcing and recruitment *
   - *extensively handled contract, contract to hire and full time
   resources -c2c,w2,1099.
*
   - *excellent communication and presentation  skills *
   - *proven track record of high performance -month of month/year on year
   .
*
   - *adept in high volume requirements on daily/weekly /monthly basis *
   - *wide experience in working with direct client,
   implementation/technology partner & it staffing /consulting partners *

i am  working from home , nearing my 5th year of employment with my present
company  & a compensation of rs.
12 lacs per annum .







",positive
"i'm glad to hear a reply from you, i've seen about the company and the
roles you are looking for in naukari and  i believe that my role would
definitely fit in your company.
also i'm willing to work along with your company for this data scientist
position.
please do let me know the process and i'm looking forward to work
in your esteemed organization.







",positive
"i have 4.8 years of experience in machine learning, mostly with text
analytics.
i have done my masters from nit surathkal, karnataka.
i am serving my
notice period and able to join on 30th march.
please find my resume
attached.







",positive
"please find the attached resume for your reference.







",positive
"please find below resume for your reference.
ready to join in one month,
currently serving notice period.







",positive
"i came across posting through naukri.com and i am actively looking for work
home options.
please find the attachment of my most recent updated resume.
and i would
like to connect with you for further discussion.







",positive
"bhanu's resume.pdf







",positive
"this is with reference to the mail received by me for the position of  data
i am
interested in this job position, and i believe my education qualification
and skills match the job requirements very well.
my current role is jr. data scientist.
please find my resume attached and the details required for the same below.
highest qualification with specialization major and minor:
*m.sc statistic, b.sc actuarial and financial mathematics*.
*majors: statistic, mathematics.
*
*minors*: finance, economics, management.
*software skills: python, r, spss, minitab, tableau, qlik sense.
*
*database skills*: ms sql
*data science skills: machine learning, deep learning, tensorflow, keras,
scikit-learn, pytorch.
*
*data analysis skills:  *basic data cleansing to  eda to advanced
computerised models to extract the data.
experience in data modelling, data
engineering, feature engineering,
good communication skills, with excellent client and team handling skills.
*total experience*: 4.6 years.
*relevant experience:  1.5* years.
feel free to contact me.







",positive
"
can i know opening on which company?is it contract to hire?







",positive
"*hope you are doing great !!!!
i received a call from a lady from phone
number: 510-304-7849 .she took my interview and told me the mr.dk will get
back to you regarding the same.
*

*please feel free to call me or mail me .







",positive
"hope you are doing great !!!!!
as i came to know that you have
an opportunity for  lead us it recruiter  professional in us
staffing, i intend to utilize this opportunity, as i am well confident
about the above position.
therefore, i am sending you my updated resume for
your consideration.
i am having 9+years of experience in us recruitment and
bench sales working with the many tier-1 vendors for clients like
cai,vitaver, ge orbit, cisco,wipro,tech mahindra, infostretch, itc, state
clients,emids,hcl,scif,visa, altermatics, hexaware, mphasis,moa, covendis
to name a few........


*key asset:*

* excellent contacts,maintaining good relations with existing clients and
good professional relationship with the tier-1/client (generate new leads)
* good in recruitment and bench sales.
*


please feel free to call me or mail me.







",positive
"i'm interested in this opportunity.
please find attached my resume and let me know further details.







",positive
"
dear mr. dk singh,

i am currently working as a machine learning engineer at nmc healthcare in
abu dhabi, uae.
during my experience here, i led the development of various
use-cases having a high potential impact through extensive research and
analysis by collecting data and interaction with different teams within the
organization.
i was contacted on naukri.com for a job opening for the role of ai
engineer.
i am attaching my updated resume with this email for your
reference.
when you have a moment, feel free to go through my portfolio at
www.mrsumitgupta.com.







",positive
"
thanks for reaching out.

pfa, my resume for your reference.







",positive
"pfa for my resume.







",positive
"hope you are doing well.
one of my friend shared the below email and just want to know what package
you are offering for 12 plus years of experience recruiter.







",positive
"
hii , i am amit kumar pathak , and i received a mail from naukri.com .

i am
interested to join such types of jobs .
but i have a no experience .
i am
fresher .
if you can consider my application for this position then i will be learn
anything as soon as possible .
so please consider on my application.







",positive
"please get my attached resume.
looking forward to hear from you soon.







",positive
"hope you are doing well!
i am writing you in regards to recruitment position .i am very much
interested to apply my candidature for this one.
i have gained 9 years of
exp in talent acquisition/recruitment's.
here i am attaching my profile for
your review, please have a look and let me know your interest for further
process.
i would be very happy to discuss my profile in detail with hr
team.
i can be reached on my cell number 9968344900.
looking forward to hear from you.







",positive
"i am interested for this position
please find the attached resume
revert back if you find my profile suitable.







",positive
"a brief about my profile, i have around 11 years of experience.
and,
currently serving for 7 different customers.
technical skill : project management, scrum management, technical delivery,
sprint planning, retrospection,  aws, devops, teraform, ansible, nexus,
apache tomcat,  scrum master, team lead, c, python, jenkins, docker, rtc,
github, batch, shell ,c++, cloud [azure], tcp/ip, upnp, http, embedded c,
makefiles, iot, perforce, jenkins, linux, clearcase, clear-quest,
windbg, agile, stb, ott, sdp, gdb, and rtos.







",positive
"hope this email finds you well
i am thankful for the opportunity you have provided me to work in us.
i
really look forward to work in us .
as per the requirement mentioned , i believe i truly full fill all your
requirements.
i have spent 2 year as data analyst and 2 years in mis reporting domain .
i
am keen to further develop my career in he field of data analytics.
in this
perspective ,i have also  upgraded my data analysis skills through a
certification course in advance data science program .
below i have summarized my skills and also attached my resume for your
reference.
machine learning skills: regression analysis,logistic analysis,decision
tree, random forest,pca, cluster
                 analysis,svm
deep learning skills    : cnn
text mining                   : nlp
programming skills      :python , sql
tools  and libraries
:numpy,pandas,sklearn,nltk,spacy,seaborn,matplotlib.
at an individual level, i am organized, and precise in my work;  i have
strong communication skills with a knack for clear and illuminating
presentation.
i really enjoy being part of a motivated team of smart
people.
further more i would like to mention that i am ready to relocate to
any location as per the opportunity.
i appreciate your time spent reading this application, and look forward to
connecting in the future.
please find my contact information below this note .







",positive
"i am willing work  in your esteem organization.
hence, i am submitting my resume for your kind consideration.
i am currently working as an senior asstt.
(admin.
& academic) at maharaja agrasen university, baddi, distt.
solan (hp), where i perform many of the tasks required for preparing documents for affiliation from various concerned govt.
authorities like hpperc, ugc, pharmacy council of india, council of architect, aicte.
prior to this i worked as executive secretary to chairman at shree siddhivinayak group of institution, shahpur, bilaspur, distt.
yamuna nagar, where i performed administrative tasks as well as preparing documents various inspection kuk, aicte.
through my experiences at ssgi i have developed my administration skills learnt to work as an integral member of a team, and maintained the highest standards of professionalism.
i have also developed my computer skills, becoming familiar with company databases and honing my typing abilities in english and hindi languages.
i have strong communication and interpersonal skills, a friendly and professional manner, and an excellent command of microsoft word, excel and powerpoint.
i also have exceptional attention to detail, with an ability to prioritise and juggle multiple tasks.
i hope you will kindly consider my cv and give a chance to work in your organization.







",positive
"i am willing work  in your esteem organization.
hence, i am submitting my
resume for your kind consideration.
i am currently working as an senior asstt.
(admin.
& academic) at maharaja
agrasen university, baddi, distt.
solan (hp), where i perform many of the
tasks required for preparing documents for affiliation from various
concerned govt.
authorities like hpperc, ugc, pharmacy council of india,
council of architect, aicte.
prior to this i worked as executive secretary to chairman at shree
siddhivinayak group of institution, shahpur, bilaspur, distt.
yamuna nagar,
where i performed administrative tasks as well as preparing documents
various inspection kuk, aicte.
through my experiences at ssgi i have
developed my administration skills learnt to work as an integral member of
a team, and maintained the highest standards of professionalism.
i have
also developed my computer skills, becoming familiar with company databases
and honing my typing abilities in english and hindi languages.
i have strong communication and interpersonal skills, a friendly and
professional manner, and an excellent command of microsoft word, excel and
powerpoint.
i also have exceptional attention to detail, with an ability to
prioritise and juggle multiple tasks.
i hope you will kindly consider my cv and give a chance to work in your
organization*.







",positive
"
respected sir,i am very glad to hear response from you as i am searching the job in the mentioned domains.

it would be a great opportunity for me as the job is of my passion and of course don't want to miss it.
hope you have noticed that i am a fresher by experience and the opportunity is applicable to me.
as suggested, i am hereby sending my updated resume.
it would be a great opportunity for me as the job is of my passion and of course don't want to miss it.
hope you have noticed that i am a fresher by experience and the opportunity is applicable to me.
as suggested, i am hereby sending my updated resume.







",positive
"
respected sir,i am very glad to hear response from you as i am searching the job in the mentioned domains.

it would be a great opportunity for me as the job is of my passion and of course don't want to miss it.
hope you have noticed that i am a fresher by experience and the opportunity is applicable to me.
as suggested, i am hereby sending my updated resume.







",positive
"thanks for your email.
iam  interested in this position.







",positive
"kindly find my resume attached with this email.







",positive
"it's my pleasure to hear from you.
yes, i'm interested in position.
could you please review my cv and projects details.







",positive
"please find attached resume for your perusal & consideration for the post
of  software development  in your esteemed organization.
i am fresher and looking for a responsible position which will give me an
opportunity to utilize the skills i have learn on the field.
i have a degree in information technology from pune university.
i have the knowledge of artificial intelligence,machine learning,data
science ,sql, my sql,java,android.
i look forward to seeking an appointment with you soon to take this further.







",positive
"
i am passionate about ai,deep learning, machine learning and computer

vision.
i love to create model to change the the world with the power of ai.
i love
to automate the process.
skills : python, c, c++, xml, matlab, r.
tool : jupyter, anaconda, spider, pycharm, r studio.
hard skill : deep learning, machine learning, data cleaning, data
statistics, modeling, data visualization.
framework : tensorflow, keras, numpy, pandas, matplotlib.
area of interest : artificial intelligence, deep learning, computer vision.
i have attached my resume for your reference.
i have just completed my
pg-diploma in artificial intelligence.in order to enhance my skillset, i am
looking forward for better opportunities.
hope to hear from you soon.







",positive
"hope all is well and thank you for reaching out.
i would like to discuss further on the opportunity and hereby attaching my updated cv for your review.
let me know the best time to reach you.







",positive
"thank you for showing interest in my profile.
i am really feeling excited
about this opportunity.
please take this mail as my acceptance for the same.
looking forward to hearing from you.







",positive
"thanks for your email.i am interested in this position.
please find the
attached resume.
kindly let me know if there is any open position.







",positive
"i am interested in the position for devops/build & release engineer,
sending yu my updated resume.
looking forward to hear from you.







",positive
"
dear mr. dk singh.

in response to your job offer i'm here by sending my updated resume and my
skills for the position of azure devops engineer.
o    i have 3 years of experience as a devops engineer involved in
continuous integration and continuous deployment.
o    experience with source code management tools like git, github.
o    experience in operating systems like linux and windows.
o    experience in scripting with powershell and bash.
o    experience in automation tools such as ansible and docker.
o    azure virtualization.







",positive
"greeting !
i am  revati nanda.
i received your mail on naukri.com.
i have recently
completed post graduate diploma course in artificial intelligence and i
want to explore this field and learn, i am currently working as a software
engineer(data science) at innodata.
please find attached my resume.
looking forward for your immediate response.
thank you.







",positive
"i am interested for this position.
i am attaching my resume.
please find
the attached document and revert back to me.







",positive
"please find attached cv herewith.
i am interested to go for this position
(office administrator)

waiting for your positive response.







",positive
"very interested for remote position.
please review my attached resume.







",positive
"hope your doing well.
with reference to below mail, please find attached my resume for your
reference and let me know if you need any further details.







",positive
"please find the attached cv document as requested by you over our previous
conversation.







",positive
"please find attached my resume for the position of expert us it recruiter

feel free to connect at 9902495007 for further process.
murali







",positive
"this is brajpal singh working as system administrator throughout the remote
and working from home for us based company.
please find my resume in attachment.







",positive
"
communication not that good .... pass on him







",positive
"i am interested in this position and please find the attached resume for
your reference.
hoping to hear from you soon.







",positive
"thanks for reaching out, i am interested in applying for the job position
of âai engineer / data scientist in usâ.
the updated resume is attached, providing further information on how my
career background meets your requirements.
i look forward to hearing from
you.







",positive
"
sorry for the repeatative mails due to technical glitch.

i forgot to attach the resume in the previous mail.
resume attached below.
sorry for the inconvenience caused.







",positive
"in response to your mail send for the post of  *dataengineer.
* i am
interested in filling this post.
i have attached my *resume* for your
review.
also, i would like to know more about the role for this position.
i
am attaching my *github profile* for your reference, i have done number of
personal projects based on deep learning, computer vision etc.
i have 2
years of work experience in the field.
please email me to take this forward.







",positive
"
â â â  pfa resume, this is bhupesh , certified cloudera developer in bigdata, having 7+ years of experience in java/j2ee/hadoop technologies.







",positive
"i received a message from naukri.
it looks like i know most of the things
which you mension there.
pfa below for reference.







",positive
"happy monday !
and thank you for the email.
please find my resume attached.
do let me know on the after eligibility check .







",positive
"data scientist job via naukari.com.
i am a self learner person and can
learn any tool if organisation needs it.
i am more than happy to work for
i am  attaching my updated resume in this email, kindly check it.
i am
expecting further communication from you in the near future.
-aniket patil
+91-9167179741







",positive
"
hello sir, thanks for your mail.

i would love to share my resume with you.
attached below is my resume for your reference.







",positive
"this is with reference to your post on naukri for us it recruiters.
i
herewith attached my resume for your reference.
notice period: immediate.
you can reach me at +91 9740055097 / 9740030074.







",positive
"i am writing to apply for a recent job opening advertised on your website
for the position of business analyst.
the position and responsibilities
seem exciting and matching to my interest areas and experience.
i would
like to bring your attention to my key strengths for the job role:

    experience on deep learning (convolutional neural network), machine
learning algorithms and nlp.
knowledge of languages: python, sql, microsoft azure (basics)

    knowledge of statistics and tableau.
for more information, iâm herewith attaching my resume for your
consideration.
iâm always reachable on my email and
phone number.







",positive
"please find my attached resume







",positive
"firstly, thank you for the information about the opening which i am
certainly interested in.
kindly find my resume attached.
let me know if any more information
required.
i am available at +91 9916179812 or sah.pooja123@gmail.com.
i will welcome a chance to speak with you once.







",positive
"i am an ambitious, self-motivated person who believes in team work,
dedication and honesty.
i am a pro-active and quick learner with
exceptional time management and communication skills.
i have 10 years of
experience in the rpo & bpo sector with expertise in staffing &
recruitment/talent acquisition experience.
worked in the position of a
delivery manager & team lead â operations for 10 years at allegis services
pvt.
ltd. (teksystems), tescra pvt.
ltd., artech info systems, vls
consulting, ilink software services (taj technologies) and tekxcellence
inc.
i have managed contract, contract to hire and permanent staffing needs
for various fortune 100 clients over the past decade.
please feel free to contact me to discuss further.







",positive
"thank you for your mail via naukri for job opportunity.
please find my updated resume attached in the mail.







",positive
"attaching my resume for your perusal.







",positive
"i am interested for this opportunity.







",positive
"testing profile.
i request you to please let me know if there is any opening in testing.







",positive
"i am interested in the opportunity.
i got to know about this through my
naukri profile.
please find attached my resume.







",positive
