payload,sentiment,mocker
"Dear Ms. Montagne,

Thank you very much for offering me the position of Network Administrator at The Spiderweb. The opportunity looks very interesting, and I am sure that I would find the position rewarding.

Before I come with my final decision, I am hoping that we can discuss the possibility of adding an 8% commission to my base salary, as my 15-year track record and agenda of contacts will enable me to bring additional revenue to the company. Please let me know if we can discuss this.

Thank you for your consideration.

Respectfully yours,
Suzanne Pavilion",neutral,Salvador
"i would like to take a moment to thank you for extending me an offer for the Community development worker within Morales Group and i am grateful you entrusted me with being suitable and
experienced for the aforementioned position.
i was looking forward to becoming part of the aetna health insurance family however after careful thought
and consideration for the role, salary, responsibilities, and the company; i have come to the decision to
decline the job offer presented to me.
your company has a bright future ahead, but i cannot accept the
position due to the total commute time i would have (approximately 37 hours total each day).
i truly appreciate taking the time to have met with you and all interviewers during this process.
i am
immensely grateful to have received this opportunity to join your team and thank you for your time and
support throughout this process.
i hope to work together in the future should the opportunity become
available.",negative,Enrique
"
I'll think about it
",neutral,Wendy
"as discussed please find my attached resume.
please do the needful.







",positive,Enrique
"following our recent conversation, i want to thank you for offering me the position of sales assistant with your company.
i would be delighted to accept your offer.",positive,Enrique
"i am interested in the opportunity .
my profile is attached for your
review.
looking forward to hear from you.







",positive,Enrique
"
I like the idea we can talk in April



",neutral,Wendy
"i’d like to thank you very much for offering me the position of Equities trader with Brown-Landry.
after much consideration, i have decided to accept a position with another company.
i sincerely appreciate you taking the time to interview me and for offering me this role.
i wish you all the best in finding someone suitable for the position.",negative,Enrique
"Hello Samantha,

I am writing to inquire about employment
Intekglobal in which they request
Expert programmers with master's degrees in science.
That it appeared that they need Physicists / Mathematicians.
But I would like to know in which areas or disciplines.
Since I'm a physicist with a master's degree in science
which I program in C / C ++ CUDA, Python, Matlab / octave,
I use GIS and I do data series analysis,
I have used the TensorFlow but for scientific projects.
Could you guide me what they specifically need.

Coordinating greetings,",neutral,sam
"i hope all is well.

i wanted to follow up regarding the Mechanical engineer position, as i’ve come to a decision.
unfortunately, i have decided to pursue a different opportunity and must decline this offer.
i wish you luck in finding the right person for this role, and i appreciate the time and effort that you spent interviewing me and
extending me this offer.
thank you very much for the opportunity.",negative,Enrique
"Good Morning,

Sorry for the late response but I've been very busy lately. I would
certainly like to be considered for the job.",positive,Ivan
" 

I am looking for a more generous salary, I would consider the interview if you can increase the salary by 10%.

Best,
Mrs. Moana 
",neutral,Sol
"please find the attached resume for your reference.







",positive,Enrique
"Hello, hope you are well.

The position you are offering is something I would definitely consider.
I hope to be considered for an interview and find out if
the company and I are as good a fit as I suspect we will be. 
",positive,Ivan
"thank you very much for offering me the position of Event organiser at Fox and Sons.
unfortunately, i have decided not to accept the position, as it isn’t the right fit for me at this time.
i truly appreciate the offer and your consideration.
thank you again for your time and i wish you all the best in finding someone suitable for the position.",negative,Enrique
"thank you so much for considering me for the position of Primary school teacher.
after careful
consideration, i’ve decided to pursue a position with another company that’s more in
line with my current career path and personal goals.
it was a true pleasure to learn more about the excellent work you do at Aguilar, Richardson and Harris.
i appreciate the time and consideration you gave my application and wish you success
in your efforts to find the perfect candidate.
i look forward to hearing from you in the future.
if there are any questions you have
for me, please let me know.",negative,Enrique
"please find the attached resume.







",positive,Enrique
"Hello,

The job position looks great but it seems that the contract if only for a few months.
Would it be possible to get an extension or a permanent contract after the time ends?

regards.",neutral,Ivan
"Goodnight,

My name is Franz Lake, and I write because
I am interested in the job offer 
as an AI, Machine Learning / Web Developer.
Find attached my CV in both English and
Spanish,
Thank you.

Regards.",positive,sam
" 

Thank you very much for sharing this opportunity with me, but I was recently hired as an analyst in Mexico City. However, I do not close afterwards to the possibility of working in the United States later. I hope to keep in touch.
",negative,Wendy
"thank you very much for offering me the assistant manager position.
after careful consideration, i regret
that i must decline your offer.
although you were most encouraging in outlining future advancement
possibilities within Clark Ltd, i have accepted another opportunity that is more in line with my skills
and career goals.
i enjoyed meeting you and the rest of your team.
you have been most kind and gracious throughout the
interview process, and i only wish that circumstances allowed me to accept your offer.",negative,Enrique
"thank you very much for offering me the position of Accountant at Jackson, Young and Jones

after a lot of consideration, i have decided unfortunately not to accept the offer.
i really
appreciate the time you have taken to meet with me over the course of our interviews last week
and this week, and i apologise that i am no longer in a position to accept the role.",negative,Enrique
"Good evening Samantha,
 
  My name is Brayan Cuevas Arteaga
I am an electronic engineer with a master's degree in
artificial intelligence,
I have seen the job offer on the Internet and
I have experience in Machine Learning
and the topics related to the position,
  I hope and have the opportunity to review my CV
which you´ll find attached in English and Spanish.
Thank you very much in advance.",neutral,sam
"

My name is Karla Ramírez and I saw the vacancy ""Master in Physical Sciences"" posted on the site.

I want to be considered for the selection process. I attach my CV in English; I already sent my data in Spanish through the website.

I meet the requirements listed. In addition, I have extensive experience in serving international clients and I have a high sense of responsibility.

I appreciate you confirm received. Awaiting your comments.
",positive,Wendy
"thank you very much for offering me the position of customer service manager with Davidson-Shaffer
while i understand the position and your company offer a great deal to a prospective
starting a home business employee, i have had another offer which i believe more closely matches what i am
looking for.
therefore, after giving it much careful thought, i must decline your offer.
thank you for your time and effort.
i wish you and your company well.",negative,Enrique
"Greetings,

The job position looks interesting but I don't think I would
be able to work for this company due to ethical reasons. I'm a big
belieber in green energy and I would rather not support the oil industry.

If any position opens up for companies working towards a greener future I would
love to hear about them.",negative,Ivan
"thank you very much for offering me the assistant manager position.
after careful consideration, i regret that i must
decline your offer.
although you were most encouraging in outlining future advancement possibilities within a
company, i have accepted another opportunity that is more in line with my skills and career goals.
i enjoyed meeting you and the rest of your team.
you have been most kind and gracious throughout the interview
process, and i only wish that circumstances allowed me to accept your offer.
with best wishes for your continued success.",negative,Enrique
"
PLS. Call this number xxxxxxx I’ll like to work in the US.
",positive,Wendy
"
i have received a mail on a job offer in the field of ai from one mr dk

singh.
pfa mu updated resume.
do let me know for any more details needed.







",positive,Enrique
"thanks for sharing this opportunity with me.
i am interested and apply for same.







",positive,Enrique
"i would like to express my appreciation for
including me in the interview process for your
accountant position.
i enjoyed meeting with you
and learning more about your company.
however, i have accepted another employment",negative,Enrique
"while i understand the position and your company
oﬀer a great deal to a prospective employee, i have
had another oﬀer which i believe more closely
matches what i am looking for.
therefore, after
giving it much careful thought, i must decline your
oﬀer.",negative,Enrique
"Hi good day.

I am Angel Trujillo Gallegos,
and I'm interested in working on your team,
I saw the AI ​​Machine Learning ad about a new position
 
I have extensive experience in systems integration,
knowledge in RP systems, knowledge of servers,
and web development, including a specialization
in software engineering, I also have
knowledge of business rules, entrepreneurship,
 personnel management, project and platform development,
 I also have a master's degree in electronics and computing
 with focus and specialization in artificial intelligence,
 with machine learning methodologies,
for process automation and data analysis,
 I also have a certification of industrial processes
 made in south korea. I'm in total
willingness to work, including abilities
 to travel since I have a valid passport and
 the possibility of relocation (if necessary),
 I currently live in Monterrey Nuevo León.

I would like to have a longer talk 
 to let you know about all my experiences and
knowledge for the position, I attached
 to this email and I'll be available at my phone
 3323486788.
Greetings and
 have a good day",negative,sam
"first, i want to thank you for the offer to work for Martinez PLC as a Plant breeder/geneticist
i was excited about the chance to join the team there, but something unexpected came up, and i
won’t be able to go forward with the job as planned.
i wish i didn’t have to back out like this.
i want to stay connected via linkedin, and i hope we
cross paths again in the future.",negative,Enrique
"this is in response to the job opportunity mail i had received.
i work as a data scientist in infosys center for emerging technology
solutions(icets) where advance technology projects are incubated.
i am
responsible for building ai, ml and analytical components for different
verticals of industry using classical and modern deep learning algorithms.
my core expertise are on r and python.
i have hand s on experience in
computer vision , nlp and deep learning.
also pfa for my updated resume.
if you need any further details please let
me know.







",positive,Enrique
"thank you for giving me the opportunity to work at the Coleman-Sanchez.
per your directions i have reviewed the contract that you gave me on June 07, 1997.",positive,Enrique
"

",negative,Wendy
"thank you for the opportunity to accept a position as Magazine journalist with Ford, Landry and Long.
i am happy to accept your offer, with an anticipated starting date of August 02, 2011.
i am pleased to accept the starting salary of £6535, and the additional benefits.
please let me know if you need anything from me in the meantime.
you can reach me at 613.032.7904x96184 or via email at lewisandrew@lopez.info.",positive,Enrique
"
I am writing to you because of the vacancy ""IT consultation Firm"". I have a PhD in Materials Science and Engineering, with extensive experience in C ++. I attach my CV in case the vacancy is still valid.

",positive,Wendy
"Greetings, 

I've read through the job description and find that
it matches my profile perfectly. I would love to try to
interview for it if it is still available. I would also
be interested in any other such positions should I not be chosen
but something comes up in the future.

Regards.",positive,Ivan
"thanks for sending out the requirement for data scientist, i am interested, please find the attached resume, please call me for further discussion.







",positive,Enrique
"thank you very much for offering me the position of Pathologist with Brown, Hawkins and Chen. it was a difficult decision to make, but, i have accepted a position
with another company.
i sincerely appreciate you taking the time to interview me and to share information on the opportunity and your company.",negative,Enrique
